"profil","author_id","rok","n_publikacji","n_punktowane","suma_pkt","capped"
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2005,1,0,0,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2006,5,1,4,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2007,4,3,18,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2008,2,1,6,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2009,2,1,6,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2010,2,1,6,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2011,5,2,10,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2012,3,2,30,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2013,9,4,43,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2014,10,9,128,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2015,21,4,43,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2016,11,4,66,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2017,15,4,92,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2018,13,7,171,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2019,8,3,270,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2020,8,6,360,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2021,10,10,925,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2022,8,6,560,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2023,15,5,405,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2024,15,5,540,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2025,13,6,455,FALSE
"Józef Sowiński","UPWr3a4e49175cd64de38e081b73d10ae283",2026,2,2,70,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2002,1,0,0,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2004,1,1,10,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2005,2,0,0,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2006,1,1,6,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2009,4,1,32,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2010,1,1,32,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2011,3,3,69,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2012,1,1,30,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2013,3,2,70,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2014,3,3,75,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2015,3,2,80,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2016,2,1,30,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2017,3,3,105,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2018,4,3,95,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2019,1,1,40,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2020,5,5,510,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2021,2,2,240,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2022,3,1,140,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2023,2,1,140,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2024,3,1,140,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2025,3,2,280,FALSE
"Kamil Kostyn","UPWrdd797a5df73144e2a23d7b5e6e9015e9",2026,1,1,5,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2004,1,0,0,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2005,1,0,0,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2007,2,0,0,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2008,4,2,6,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2009,3,0,0,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2010,1,1,6,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2012,3,0,0,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2013,5,1,15,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2014,11,2,34,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2015,17,7,121,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2016,14,14,272,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2017,20,10,155,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2018,13,10,152,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2019,17,16,880,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2020,8,8,590,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2021,9,9,690,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2023,7,7,620,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2024,4,4,480,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2025,7,4,320,FALSE
"Kamila Nowosad","UPWr60ed5ccd95364870838b47fdd2605c01",2026,5,2,145,FALSE
"Kamila Stępień","UPWrfea8ef2a7a334940ac7ac8445d79f2eb",2015,2,1,9,FALSE
"Kamila Stępień","UPWrfea8ef2a7a334940ac7ac8445d79f2eb",2016,6,2,18,FALSE
"Kamila Stępień","UPWrfea8ef2a7a334940ac7ac8445d79f2eb",2018,1,1,40,FALSE
"Kamila Stępień","UPWrfea8ef2a7a334940ac7ac8445d79f2eb",2022,3,1,100,FALSE
"Kamila Stępień","UPWrfea8ef2a7a334940ac7ac8445d79f2eb",2025,1,1,140,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2013,3,0,0,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2014,1,1,25,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2015,3,1,25,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2016,2,1,25,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2017,6,2,60,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2018,5,0,0,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2019,2,1,70,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2021,1,1,100,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2022,6,0,0,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2023,11,2,240,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2024,7,2,240,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2025,7,4,410,FALSE
"Kamila Twardowska","UPWr97fc28a86b3646ee94b361451a198ba5",2026,4,1,140,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1994,1,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1995,3,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1996,5,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1997,8,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1998,14,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",1999,11,7,9,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2000,6,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2001,5,2,5,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2002,8,4,15,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2003,1,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2004,2,0,0,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2005,20,4,24,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2006,21,15,57,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2007,9,7,38,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2008,6,3,15,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2009,12,9,58,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2010,9,6,39,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2011,5,2,20,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2012,2,1,5,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2013,3,2,12,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2014,6,2,12,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2015,10,4,26,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2016,12,5,57,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2017,6,5,52,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2018,3,3,59,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2019,5,2,110,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2020,5,3,300,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2021,7,7,570,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2022,4,3,300,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2023,9,3,380,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2024,5,3,220,FALSE
"Karol Wolski","UPWrd5e2df115eeb462283c3a7833dff6acc",2025,7,1,140,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",1992,1,0,0,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",1997,1,0,0,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2004,2,1,12,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2006,1,1,3,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2007,3,2,18,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2008,2,1,12,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2009,5,3,24,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2010,5,2,40,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2011,3,2,28,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2012,5,3,32,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2013,12,7,99,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2014,4,2,25,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2015,7,1,5,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2016,8,4,59,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2017,4,1,20,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2018,2,1,20,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2019,5,1,80,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2020,7,4,240,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2021,8,6,585,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2022,4,4,390,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2023,4,0,0,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2024,5,4,360,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2025,9,3,205,FALSE
"Katarzyna Adamczewska-Sowińska","UPWr520c294c3cc94377af21b25c6390ae75",2026,2,2,70,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2017,4,3,26,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2018,8,4,32,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2019,25,3,130,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2020,19,6,305,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2021,18,3,240,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2022,16,4,215,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2023,8,6,645,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2024,16,4,450,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2025,7,5,390,FALSE
"Katarzyna Patejuk","UPWr196e6a4028bb4a279338251c48cb57f2",2026,2,2,140,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2013,2,0,0,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2014,5,3,43,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2015,9,2,60,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2016,10,7,93,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2017,22,5,102,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2018,10,7,105,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2019,6,2,60,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2020,5,5,385,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2021,3,3,220,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2022,6,6,440,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2023,4,4,520,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2024,5,5,460,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2025,10,9,570,FALSE
"Katarzyna Pentoś","UPWr0735d615d6124b7b9c2b20c37de50c90",2026,2,2,200,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2007,1,0,0,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2009,1,0,0,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2010,3,1,13,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2013,2,2,40,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2014,3,3,46,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2015,6,5,113,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2016,3,1,20,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2017,1,1,20,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2019,5,3,300,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2020,3,3,190,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2021,2,2,140,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2022,1,0,0,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2023,4,4,510,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2024,1,1,40,FALSE
"Katarzyna Szczepańska","UPWr539f258c741148729f9e8c24f3fcd05a",2025,3,3,230,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2000,1,1,3,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2003,1,0,0,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2005,2,0,0,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2006,1,0,0,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2007,8,1,2,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2008,4,1,12,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2009,8,5,47,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2010,7,3,23,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2011,9,1,5,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2012,4,3,15,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2013,4,4,72,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2014,10,4,25,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2015,25,1,25,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2016,8,2,23,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2017,6,1,50,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2018,7,1,30,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2019,8,2,200,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2020,7,4,450,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2021,1,1,100,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2022,9,2,240,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2023,11,2,170,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2024,4,2,170,FALSE
"Katarzyna Szopka","UPWr8c35d9435ada46cbb778a19af3065254",2025,4,4,340,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",1999,1,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2000,1,1,1,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2006,2,2,7,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2007,3,1,20,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2008,24,3,18,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2009,27,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2010,29,2,15,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2011,22,2,14,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2012,21,3,32,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2013,21,4,74,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2014,22,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2015,26,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2016,18,3,41,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2017,22,4,48,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2018,15,2,40,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2019,12,1,200,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2020,1,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2021,3,1,100,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2022,2,1,100,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2023,1,0,0,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2024,1,1,140,FALSE
"Katarzyna Wróblewska","UPWr2a7ecf7bf5554633830720d48e3eb4ff",2025,3,1,100,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2016,2,1,5,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2017,4,2,11,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2019,3,1,140,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2020,4,4,540,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2021,8,5,480,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2022,5,0,0,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2023,9,5,500,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2024,12,9,850,FALSE
"Klaudia Masztalerz","UPWre7e0860cb8ba41f9bbdb18d6b2e9870f",2025,3,3,380,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",1991,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",1996,7,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",1998,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",1999,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2000,6,1,3,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2001,2,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2002,2,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2003,3,2,6,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2004,6,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2006,4,2,20,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2007,1,1,6,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2008,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2009,4,2,15,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2010,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2011,1,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2012,5,5,80,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2013,6,1,9,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2014,3,0,0,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2015,3,2,30,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2016,3,1,15,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2018,6,2,70,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2019,3,1,20,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2020,1,1,140,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2021,2,2,200,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2022,4,1,140,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2023,1,1,100,FALSE
"Krzysztof Gediga","UPWrde796810c5be48438ebbfdc302e7fce3",2025,1,1,140,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2002,1,0,0,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2014,1,0,0,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2015,1,0,0,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2016,3,2,15,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2017,3,1,5,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2019,1,1,20,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2020,1,1,140,FALSE
"Krzysztof Kawa","UPWr4feaa6d0c420487f962c844c648065b3",2023,3,3,300,FALSE
"Krzysztof Lech","UPWr7cc3e4a9190645b7b2a2ff928878258c",2010,1,1,6,FALSE
"Krzysztof Lech","UPWr7cc3e4a9190645b7b2a2ff928878258c",2011,13,4,19,FALSE
