profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
Monika Czaja,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6428-5346,NA,NA,NA,NA,3,23.616,7.778,801,24,UR9a0f55cc5f804def8497fb24df0b5dbf,https://repo.ur.krakow.pl/info/author/UR9a0f55cc5f804def8497fb24df0b5dbf?lang=pl&r=publication&tab=main,urk,adiunkt,0.984,33.375,0.02948314606741573,14,1.3345928571428571,3.4285714285714284,5,376,14,FALSE,A
"Tomasz Czech, prof. URK",dr inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-1590-7126,NA,NA,NA,3,11,55.177,20.914,1410,56,URe35d100502c448e9a3bd00b67eb22dba,https://repo.ur.krakow.pl/info/author/URe35d100502c448e9a3bd00b67eb22dba?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.9853035714285714,25.178571428571427,0.03913262411347518,41,1.7136756097560977,4.414634146341464,12,406,67,FALSE,A
"Małgorzata Czernicka, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5768-5758,NA,NA,NA,5,11,87.297,24.146,2238,30,UR08377034b946481cbaec2dd851470ffe,https://repo.ur.krakow.pl/info/author/UR08377034b946481cbaec2dd851470ffe?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.9099,74.6,0.03900670241286863,30,2.38449,6.266666666666667,11,430,95,FALSE,A
Teresa Dąbkowska,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7157-9625,NA,NA,NA,3,4,7.402,4.13,335,25,URd6314db2e251481f90647b605f7ed37f,https://repo.ur.krakow.pl/info/author/URd6314db2e251481f90647b605f7ed37f?lang=pl&r=publication&tab=main,urk,profesor,0.29608,13.4,0.022095522388059702,14,0.9072928571428571,4.214285714285714,8,125,24,FALSE,A
Joanna Dłużniewska,dr inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-2617-9139,NA,NA,NA,NA,3,15.274,7.872,585,19,UR2d3475edc2174edab585d0e01861c685,https://repo.ur.krakow.pl/info/author/UR2d3475edc2174edab585d0e01861c685?lang=pl&r=publication&tab=main,urk,adiunkt,0.8038947368421052,30.789473684210527,0.02610940170940171,NA,NA,NA,NA,NA,NA,NA,A
Barbara Domagała,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-1908-1096,NA,NA,NA,2,5,29.005,12.139,1418,53,UR471f281ebf804a5bbc74b8133beebc79,https://repo.ur.krakow.pl/info/author/UR471f281ebf804a5bbc74b8133beebc79?lang=pl&r=publication&tab=main,urk,adiunkt,0.5472641509433962,26.754716981132077,0.02045486600846262,8,0.492475,6.5,2,18,30,FALSE,A
"Iwona Domagała-Świątkiewicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6630-5286,NA,NA,NA,2,10,40.785,21.231,1695,108,URe85447401311450983f960e94ba83def,https://repo.ur.krakow.pl/info/author/URe85447401311450983f960e94ba83def?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.37763888888888886,15.694444444444445,0.024061946902654865,NA,NA,NA,NA,NA,NA,NA,A
Aleksandra Duda,prof. dr hab.,profesor,Katedra Technologii Fermentacji i Mikrobiologii,Wydział Technologii Żywności,0000-0003-1041-3274,NA,NA,NA,18,22,140.147,56.201,4032,186,URca18764ccd2342679e11c54596d72ae4,https://repo.ur.krakow.pl/info/author/URca18764ccd2342679e11c54596d72ae4?lang=pl&r=publication&tab=main,urk,profesor,0.7534784946236559,21.677419354838708,0.03475868055555555,103,2.325165,5.893203883495145,31,3751,207,FALSE,A
Ewa Dziedzic,dr hab. inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0570-6163,NA,NA,NA,4,10,44.389,18.516,1464,58,URdb4bebed7d044aa1b950de158c8b27d3,https://repo.ur.krakow.pl/info/author/URdb4bebed7d044aa1b950de158c8b27d3?lang=pl&r=publication&tab=main,urk,adiunkt,0.7653275862068966,25.24137931034483,0.030320355191256834,62,0.7808606557377049,3.6774193548387095,13,462,53,FALSE,A
Barbara Filipek-Mazur,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-6089-5374,NA,NA,NA,5,10,57.361,25.075,2403,96,UR0d6b2667025643619353678f1da94806,https://repo.ur.krakow.pl/info/author/UR0d6b2667025643619353678f1da94806?lang=pl&r=publication&tab=main,urk,profesor,0.5975104166666666,25.03125,0.02387057844361215,NA,NA,NA,NA,NA,NA,NA,A
"Adam Florkiewicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0001-7922-3167,NA,NA,NA,13,13,127.428,47.764,3531,120,UR052313ff04b64d6ba8b8b4728f909038,https://repo.ur.krakow.pl/info/author/UR052313ff04b64d6ba8b8b4728f909038?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.0619,29.425,0.03608836023789295,67,1.5450539682539681,5.149253731343284,14,976,109,FALSE,A
Małgorzata Frazik-Adamczyk,dr hab. inż.,adiunkt,NA,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0927-9226,NA,NA,NA,NA,NA,NA,NA,11,5,URf18d5239a69c4dc3875ffae1ccafc617,https://repo.ur.krakow.pl/info/author/URf18d5239a69c4dc3875ffae1ccafc617?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny,NA,2.2,NA,3,0,1,0,0,NA,FALSE,A
"Krzysztof Frączek, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-4533-7662,NA,NA,NA,3,9,57.165,28.226,2440,107,URf3aaf7c7e5124f15beaf9e52d583c0f5,https://repo.ur.krakow.pl/info/author/URf3aaf7c7e5124f15beaf9e52d583c0f5?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.5342523364485982,22.80373831775701,0.02342827868852459,NA,NA,NA,NA,NA,NA,NA,A
Joanna Gadzinowska,NA,asystent,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,NA,NA,NA,NA,NA,3,9.443,3.769,187,5,URfdea9799554c435f812f5d317cc33c9d,https://repo.ur.krakow.pl/info/author/URfdea9799554c435f812f5d317cc33c9d?lang=pl&r=publication&tab=main,urk,asystent,1.8885999999999998,37.4,0.050497326203208556,NA,NA,NA,NA,NA,NA,NA,A
Zbigniew Gajewski,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-6333-7901,NA,NA,NA,1,5,20.255,8.767,649,22,URc0fefb5f1e9948e5b842ff43d80af8b2,https://repo.ur.krakow.pl/info/author/URc0fefb5f1e9948e5b842ff43d80af8b2?lang=pl&r=publication&tab=main,urk,adiunkt,0.9206818181818182,29.5,0.0312095531587057,25,0.685836,4.88,5,104,64,FALSE,A
Dorota Gala-Czekaj,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-0559-2140,NA,NA,NA,5,7,29.323,12.285,1183,55,URa7733f6f4db94b179e0a0bffcf2eda9d,https://repo.ur.krakow.pl/info/author/URa7733f6f4db94b179e0a0bffcf2eda9d?lang=pl&r=publication&tab=main,urk,adiunkt,0.5331454545454546,21.509090909090908,0.02478698224852071,16,1.5225125,5.25,7,136,43,FALSE,A
Florian Gambuś,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-8706-7248,NA,NA,NA,7,13,77.764,32.649,1892,101,URafe79f1c0f3d4b4a85e91057309d40f6,https://repo.ur.krakow.pl/info/author/URafe79f1c0f3d4b4a85e91057309d40f6?lang=pl&r=publication&tab=main,urk,profesor,0.7699405940594058,18.73267326732673,0.0411014799154334,98,1.1602816326530612,3.9591836734693877,16,861,128,FALSE,A
"Marek Gancarz, prof. URK",dr hab.,profesor uczelni,"Katedra Inżynierii Bioprocesów, Energetyki i Automatyzacji",Wydział Inżynierii Produkcji i Energetyki,0000-0003-4719-2954,NA,NA,NA,4,19,182.827,53.033,5410,49,UR0100caa105af4d5887d2c5278f282726,https://repo.ur.krakow.pl/info/author/UR0100caa105af4d5887d2c5278f282726?lang=pl&r=publication&tab=main,urk,profesor uczelni,3.7311632653061224,110.40816326530613,0.03379426987060998,114,2.7211954954954956,7.008771929824562,30,2514,277,TRUE,A
Maria Gawęda,prof. dr hab.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,3,5,3.41,3.8,237,19,UR946ab7e447a64f2d912af440bc847133,https://repo.ur.krakow.pl/info/author/UR946ab7e447a64f2d912af440bc847133?lang=pl&r=publication&tab=main,urk,profesor nadzwyczajny,0.1794736842105263,12.473684210526315,0.014388185654008439,NA,NA,NA,NA,NA,NA,NA,A
"Maciej Gąstoł, prof. URK",dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-7208-8895,NA,NA,NA,1,11,27.766,15.688,1042,46,URa3523e45823f4ec6bb9e7513dcb9260a,https://repo.ur.krakow.pl/info/author/URa3523e45823f4ec6bb9e7513dcb9260a?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.6036086956521739,22.652173913043477,0.0266468330134357,53,1.1698235294117647,5.113207547169812,13,552,159,FALSE,A
Joanna Gil,dr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,7,6,32.096,13.89,1197,22,UR086c66d33c4445e5b2b98fc6ed2cad23,https://repo.ur.krakow.pl/info/author/UR086c66d33c4445e5b2b98fc6ed2cad23?lang=pl&r=publication&tab=main,urk,asystent,1.4589090909090907,54.40909090909091,0.026813700918964074,25,1.366884,6.24,9,303,62,FALSE,A
"Katarzyna Gleń-Karolczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-0288-559X,NA,NA,NA,6,8,37.042,14.415,1330,46,UR55600b8d726c456dacf5e2e271cfefb1,https://repo.ur.krakow.pl/info/author/UR55600b8d726c456dacf5e2e271cfefb1?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8052608695652175,28.91304347826087,0.027851127819548873,30,1.0524466666666668,3.466666666666667,10,251,28,FALSE,A
Tomasz Głąb,prof. dr hab. inż.,profesor,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-8910-250X,NA,NA,NA,13,18,136.178,64.207,3556,64,UR4d09c1962a51400ea19f88c07cb61c6d,https://repo.ur.krakow.pl/info/author/UR4d09c1962a51400ea19f88c07cb61c6d?lang=pl&r=publication&tab=main,urk,profesor,2.12778125,55.5625,0.03829527559055118,71,2.2073981734285715,3.380281690140845,20,1759,68,FALSE,A
Krzysztof Gondek,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-8721-8234,NA,NA,NA,27,26,263.224,112.019,7544,188,UR90389092f7f34d6fbd47cd282cfbf4ca,https://repo.ur.krakow.pl/info/author/UR90389092f7f34d6fbd47cd282cfbf4ca?lang=pl&r=publication&tab=main,urk,profesor,1.400127659574468,40.12765957446808,0.034891834570519614,241,1.1035292681742739,3.6307053941908713,28,3093,194,FALSE,A
"Anna Gorczyca, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-9431-3870,NA,NA,NA,1,14,103.394,34.543,2887,59,UR06547dd228d24f708e7c733f2462d6a9,https://repo.ur.krakow.pl/info/author/UR06547dd228d24f708e7c733f2462d6a9?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.7524406779661017,48.932203389830505,0.03581364738482854,80,1.0902871794871793,3.95,19,974,97,FALSE,A
Janina Gospodarek,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-4849-994X,NA,NA,NA,2,9,114.771,46.353,3983,118,UR9b37067ae8f942df8f1a082eaeb71971,https://repo.ur.krakow.pl/info/author/UR9b37067ae8f942df8f1a082eaeb71971?lang=pl&r=publication&tab=main,urk,profesor,0.972635593220339,33.75423728813559,0.028815214662314837,NA,NA,NA,NA,NA,NA,NA,A
Aneta Grabowska,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1613-3644,NA,NA,NA,13,12,26.516,21.078,1071,40,URaf87124e21c54301be7a93977323ec95,https://repo.ur.krakow.pl/info/author/URaf87124e21c54301be7a93977323ec95?lang=pl&r=publication&tab=main,urk,adiunkt,0.6628999999999999,26.775,0.02475816993464052,42,1.4438428571428572,5.023809523809524,15,709,38,FALSE,A
Marek Grabowski,prof. dr hab.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2286-2675,NA,NA,NA,NA,2,2.568,5.408,298,39,UR487e505cfeda4761aa81e16832882fd8,https://repo.ur.krakow.pl/info/author/UR487e505cfeda4761aa81e16832882fd8?lang=pl&r=publication&tab=main,urk,profesor,0.06584615384615385,7.641025641025641,0.00861744966442953,NA,NA,NA,NA,NA,NA,NA,A
Beata Grygierzec,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-2403-8735,NA,NA,NA,3,3,20.471,10.819,1493,167,UR8d79026de6864dc38a1811cd930a4f2d,https://repo.ur.krakow.pl/info/author/UR8d79026de6864dc38a1811cd930a4f2d?lang=pl&r=publication&tab=main,urk,adiunkt,0.1225808383233533,8.940119760479043,0.013711319490957804,55,0.17729629629629629,3.381818181818182,4,49,65,FALSE,A
Wiesław Grygierzec,dr inż.,adiunkt,Katedra Statystyki i Polityki Społecznej,Wydział Rolniczo-Ekonomiczny,0000-0003-4693-3829,NA,NA,NA,1,2,14.417,5.685,698,11,UR6749e3f583f74b4ea12392cd880d498c,https://repo.ur.krakow.pl/info/author/UR6749e3f583f74b4ea12392cd880d498c?lang=pl&r=publication&tab=main,urk,adiunkt,1.3106363636363636,63.45454545454545,0.020654727793696273,20,0.3470625,3.25,3,38,27,FALSE,A
Dariusz Grzebelus,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6999-913X,NA,NA,NA,9,15,198.642,58.159,4447,88,UR702b37e197d24eedbfabb2f68e742b08,https://repo.ur.krakow.pl/info/author/UR702b37e197d24eedbfabb2f68e742b08?lang=pl&r=publication&tab=main,urk,profesor,2.2572954545454547,50.53409090909091,0.04466876545986058,143,2.1148152542372882,5.629370629370629,25,2593,234,FALSE,A
"Ewa Grzebelus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2067-585X,NA,NA,NA,16,17,147.252,54.136,3649,79,UR86b52b5d8d1340948798e784c76739b2,https://repo.ur.krakow.pl/info/author/UR86b52b5d8d1340948798e784c76739b2?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.8639493670886078,46.18987341772152,0.04035406960811182,65,1.6772730158730158,5.538461538461538,18,1455,123,FALSE,A
Anna Grzesiak,dr inż. arch. kraj.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6028-1578,NA,NA,NA,2,2,8.014,2.912,280,8,UR5cb75d0696de4ec490454ea624e1b77a,https://repo.ur.krakow.pl/info/author/UR5cb75d0696de4ec490454ea624e1b77a?lang=pl&r=publication&tab=main,urk,asystent,1.00175,35,0.02862142857142857,NA,NA,NA,NA,NA,NA,NA,A
Jacek Grzyb,dr hab. inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-5715-9202,NA,NA,NA,3,7,59.642,17.824,1687,94,UR95697b851e7b4199b26d7821740f829c,https://repo.ur.krakow.pl/info/author/UR95697b851e7b4199b26d7821740f829c?lang=pl&r=publication&tab=main,urk,adiunkt,0.6344893617021277,17.9468085106383,0.03535388263189093,NA,NA,NA,NA,NA,NA,NA,A
Kamil Gwóźdź,"mgr inż,",asystent,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7153-2843,NA,NA,NA,NA,1,2.4,0.801,240,3,URK8f301da302024dca8c7561cef59754dd,https://repo.ur.krakow.pl/info/author/URK8f301da302024dca8c7561cef59754dd?lang=pl&r=publication&tab=main,urk,asystent,0.7999999999999999,80,0.01,3,1.0499666666666667,2,1,17,1,FALSE,A
"Ewa Hanus-Fajerska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0566-0641,NA,NA,NA,2,19,116.735,52.139,2942,119,UR3dd60eb5d50345d2a202cf38af97429d,https://repo.ur.krakow.pl/info/author/UR3dd60eb5d50345d2a202cf38af97429d?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.9809663865546219,24.722689075630253,0.039678789938817134,98,1.970196875,3.7244897959183674,22,1650,87,FALSE,A
"Barbara Jagosz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2701-8246,NA,NA,NA,1,11,114.406,49.813,4284,72,UR41e15cca49d04db5baf4e5952eafa2d5,https://repo.ur.krakow.pl/info/author/UR41e15cca49d04db5baf4e5952eafa2d5?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.5889722222222222,59.5,0.026705415499533147,70,1.28876,6.814285714285714,13,536,81,FALSE,A
"Tomasz Jakubowski, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-5141-2705,NA,NA,NA,11,12,69.489,31.6,4492,161,UR30c8eb81b7c44ab5884d698f823bd16b,https://repo.ur.krakow.pl/info/author/UR30c8eb81b7c44ab5884d698f823bd16b?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.4316086956521739,27.900621118012424,0.015469501335707927,NA,NA,NA,NA,NA,NA,NA,A
Elżbieta Stanisława Jędrszczyk,dr hab. inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0001-7387-3679,NA,NA,NA,4,9,32.188,19.734,1563,71,UR3a59f269550b44e298d75674436609c1,https://repo.ur.krakow.pl/info/author/UR3a59f269550b44e298d75674436609c1?lang=pl&r=publication&tab=main,urk,adiunkt,0.45335211267605635,22.014084507042252,0.020593730006397953,NA,NA,NA,NA,NA,NA,NA,A
Agnieszka Józefowska,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-4922-2037,NA,NA,NA,11,13,123.664,47.204,4030,103,UR543479a8dcc4489b9ea86b91d3c17b81,https://repo.ur.krakow.pl/info/author/UR543479a8dcc4489b9ea86b91d3c17b81?lang=pl&r=publication&tab=main,urk,profesor,1.200621359223301,39.12621359223301,0.030685856079404467,76,1.6011111111111112,7.526315789473684,15,1043,235,FALSE,A
"Barbara Jurczyk, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-7203-4048,NA,NA,NA,3,19,152.443,56.762,3150,78,URfa7d2d478f354a8896acbaea4563ccb0,https://repo.ur.krakow.pl/info/author/URfa7d2d478f354a8896acbaea4563ccb0?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.954397435897436,40.38461538461539,0.04839460317460318,51,3.020934,6.117647058823529,19,1101,89,TRUE,A
"Piotr Kacorzyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-1653-9337,NA,NA,NA,5,6,43.325,20.332,2131,104,UR01cfc01e14f34e59be3fce498306cf43,https://repo.ur.krakow.pl/info/author/UR01cfc01e14f34e59be3fce498306cf43?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.4165865384615385,20.490384615384617,0.020330830595964338,1,0,9,0,0,8,FALSE,A
Andrzej Kalisz,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-8437-9307,NA,NA,NA,18,17,151.976,68.516,5210,98,URe7c273b2253743558622f30f494bc1fb,https://repo.ur.krakow.pl/info/author/URe7c273b2253743558622f30f494bc1fb?lang=pl&r=publication&tab=main,urk,profesor,1.5507755102040817,53.16326530612245,0.029170057581573896,126,1.2508959677419356,4.880952380952381,20,1400,139,FALSE,A
"Anna Kapczyńska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-9887-4720,NA,NA,NA,1,7,62.126,29.24,2454,60,UR85222e4119694b818800ae26cd36fb50,https://repo.ur.krakow.pl/info/author/UR85222e4119694b818800ae26cd36fb50?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.0354333333333332,40.9,0.025316218418907903,49,0.6797795918367346,2.7346938775510203,8,225,49,FALSE,A
Marek Kasprowicz,dr,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0001-7955-5006,NA,NA,NA,1,6,31.824,13.011,800,22,UR3cf1acfd03594e2da11d602c7387c28e,https://repo.ur.krakow.pl/info/author/UR3cf1acfd03594e2da11d602c7387c28e?lang=pl&r=publication&tab=main,urk,adiunkt,1.4465454545454546,36.36363636363637,0.03978,NA,NA,NA,NA,NA,NA,NA,A
"Gohar Khachatryan, prof. URK",dr hab.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0002-4601-7145,NA,NA,NA,15,19,281.093,83.971,7516,106,URf8bd1d0231954f4fae7a5c8e6ebbe8ad,https://repo.ur.krakow.pl/info/author/URf8bd1d0231954f4fae7a5c8e6ebbe8ad?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.651820754716981,70.90566037735849,0.03739928153273018,82,1.5501911392405063,6.451219512195122,20,1064,178,FALSE,A
Daniel Kiełbasa,mgr,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,2,3,17.8,4.634,485,6,UR8972d897d9e1472ead27a7b84906cc23,https://repo.ur.krakow.pl/info/author/UR8972d897d9e1472ead27a7b84906cc23?lang=pl&r=publication&tab=main,urk,asystent,2.966666666666667,80.83333333333333,0.036701030927835054,4,3.6601666666666666,10.25,3,27,20,TRUE,A
"Agnieszka Kiełkowska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1141-2011,NA,NA,NA,2,13,69.253,28.528,1886,50,UR6d7543a692e04f249a7ab2c0da65d956,https://repo.ur.krakow.pl/info/author/UR6d7543a692e04f249a7ab2c0da65d956?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.38506,37.72,0.03671951219512195,39,1.0465051282051283,3.6923076923076925,13,541,67,FALSE,A
Kazimierz Klima,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-5878-8908,NA,NA,NA,4,8,23.025,10.391,996,62,UR750890b250004c4d94c1b74cc20c2f2f,https://repo.ur.krakow.pl/info/author/UR750890b250004c4d94c1b74cc20c2f2f?lang=pl&r=publication&tab=main,urk,"profesor, kierownik Studiów Podyplomowych – Rolnictwo ekologiczne - produkcja i certyfikacja, produkty tradycyjne i regionalne",0.37137096774193545,16.06451612903226,0.02311746987951807,NA,NA,NA,NA,NA,NA,NA,A
"Magdalena Klimek-Chodacka, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6254-9280,NA,NA,NA,10,11,84.307,26.399,1923,34,URfcbf3a729ce44439a3d7198a308d5ddd,https://repo.ur.krakow.pl/info/author/URfcbf3a729ce44439a3d7198a308d5ddd?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.4796176470588236,56.55882352941177,0.043841393655746234,33,1.645234375,4.96969696969697,13,668,56,FALSE,A
Agnieszka Klimek-Kopyra,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7426-2420,NA,NA,NA,9,15,201.634,94.271,6749,166,UR3cd96fc2fac64633808c8a763880cb0a,https://repo.ur.krakow.pl/info/author/UR3cd96fc2fac64633808c8a763880cb0a?lang=pl&r=publication&tab=main,urk,profesor,1.2146626506024096,40.6566265060241,0.02987612979700696,118,1.4840940170940171,5.508474576271187,18,1089,180,FALSE,A
Angelika Kliszcz,dr inż.,asystent,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-1270-4414,NA,NA,NA,1,5,31.23,11.474,1169,48,UR3df8270a879b4004b3e6de9f415d1473,https://repo.ur.krakow.pl/info/author/UR3df8270a879b4004b3e6de9f415d1473?lang=pl&r=publication&tab=main,urk,asystent,0.650625,24.354166666666668,0.026715141146278872,20,1.059785,4.3,6,130,35,FALSE,A
Dawid Kocot,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4459-642X,NA,NA,NA,NA,4,31.226,9.308,955,17,URa93a9fcc59e04c57bf86305ac50b220c,https://repo.ur.krakow.pl/info/author/URa93a9fcc59e04c57bf86305ac50b220c?lang=pl&r=publication&tab=main,urk,adiunkt,1.8368235294117647,56.1764705882353,0.03269738219895288,13,2.08439,4.3076923076923075,4,32,20,FALSE,A
"Marek Kołodziejczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-2551-1339,NA,NA,NA,1,7,18.222,15.833,1206,58,URae53a8cd45954619a8a8f939434342d2,https://repo.ur.krakow.pl/info/author/URae53a8cd45954619a8a8f939434342d2?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.31417241379310346,20.79310344827586,0.01510945273631841,67,0.6063522388059701,3.5970149253731343,10,347,91,FALSE,A
